Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG1460,-20.6910,24.4080,1.576e-16,1.541e-16,5.763e-17,201.9672,-153.92
BackDG1461,-19.8917,23.8554,1.631e-16,1.425e-16,6.347e-17,193.4299,-153.78
BackDG1462,-19.9510,24.2640,1.577e-16,1.288e-16,5.195e-17,186.813,-154.02
BackDG1463,-20.2408,24.3602,1.753e-16,1.392e-16,5.937e-17,167.3811,-153.85
BackDG1464,-20.6579,24.3764,1.143e-16,9.602e-17,4.387e-17,298.7812,-154.16
BackDG1465,-20.4821,24.1279,2.284e-16,1.828e-16,7.112e-17,178.682,-153.64
BackDG1466,-20.0965,24.2775,1.698e-16,1.372e-16,6.116e-17,224.3296,-153.56
BackDG1467,-20.9149,24.6914,1.882e-16,1.461e-16,6.222e-17,203.0654,-154.04
BackDG1468,-18.7938,22.9056,1.588e-16,1.206e-16,5.406e-17,189.84,-153.74
BackDG1469,-20.1028,22.5059,1.795e-16,1.496e-16,6.379e-17,188.1202,-153.81
BackDG1470,-19.1719,23.0599,1.255e-16,1.036e-16,4.179e-17,214.7422,-153.73
