Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
RightDG1309,-10.1789,37.8408,3.983e-17,2.975e-17,1.009e-17,116.2723,-724.97
RightDG1310,-10.1971,37.6278,1.391e-17,1.137e-17,4.875e-18,52.6804,-724.91
RightDG1311,-9.9902,37.4991,1.508e-17,1.260e-17,5.138e-18,58.5649,-724.85
RightDG1312,-9.9761,38.4735,1.486e-17,1.163e-17,5.541e-18,57.7499,-724.76
RightDG1313,-10.1048,37.7643,1.439e-17,1.220e-17,5.218e-18,56.8755,-724.55
RightDG1314,-9.6920,37.5427,1.330e-17,1.132e-17,5.165e-18,43.406,-724.75
RightDG1315,-10.1461,37.3523,1.362e-17,1.120e-17,5.135e-18,47.8986,-724.91
RightDG1316,-10.0553,37.7584,1.003e-17,7.918e-18,3.426e-18,96.719,-724.61
RightDG1317,-10.6314,37.6521,1.258e-17,1.148e-17,5.394e-18,47.7545,-724.72
RightDG1318,-10.3785,37.3323,9.117e-18,7.474e-18,3.525e-18,59.902,-724.78
RightDG1319,-10.3321,38.3922,9.210e-18,7.758e-18,3.319e-18,65.8942,-724.66
RightDG1320,-10.4292,37.3610,1.422e-17,1.117e-17,4.954e-18,52.7261,-724.76
RightDG1321,-10.0518,38.3677,1.483e-17,1.220e-17,5.513e-18,52.3369,-725.15
RightDG1322,-10.2630,37.0588,1.421e-17,1.189e-17,5.514e-18,47.3458,-724.92
RightDG1323,-10.4469,38.4547,1.637e-17,1.306e-17,5.673e-18,66.5001,-724.6
RightDG1324,-9.9817,37.9569,1.352e-17,1.077e-17,5.117e-18,46.4282,-725.06
RightDG1325,-9.8253,38.2952,1.440e-17,1.218e-17,5.381e-18,59.9671,-724.88
RightDG1326,-10.6128,38.2705,1.525e-17,1.272e-17,5.981e-18,48.8255,-724.74
RightDG1327,-10.2227,37.5764,9.364e-18,7.431e-18,3.399e-18,62.7662,-724.78
RightDG1328,-10.5159,38.0590,9.991e-18,7.545e-18,3.758e-18,81.9822,-724.91
RightDG1329,-10.1684,38.5565,1.437e-17,1.137e-17,5.479e-18,65.7242,-724.95
RightDG1330,-10.4335,37.8683,1.585e-17,1.165e-17,5.758e-18,65.7491,-724.94
RightDG1331,-10.5442,38.1524,1.497e-17,1.213e-17,5.427e-18,68.4662,-724.77
RightDG1332,-9.7282,37.7570,1.954e-17,1.540e-17,6.571e-18,48.2208,-724.91
RightDG1333,-10.3597,37.9634,9.299e-18,7.644e-18,3.471e-18,97.7151,-724.68
RightDG1334,-9.9788,37.6528,1.003e-17,7.669e-18,3.696e-18,68.5433,-724.79
RightDG1341,-26.0973,-7.9611,7.026e-18,5.804e-18,2.813e-18,90.9317,-873.63
RightDG1342,-26.2460,-7.9970,9.955e-18,8.241e-18,3.733e-18,41.7456,-873.92
RightDG1343,-25.9909,-8.0014,1.025e-17,8.623e-18,4.272e-18,43.7202,-873.62
RightDG1344,-26.0246,-7.9724,7.086e-18,6.060e-18,2.641e-18,47.1861,-873.83
RightDG1345,-25.9826,-7.8799,1.160e-17,8.313e-18,4.107e-18,53.941,-873.83
RightDG1346,-26.0824,-8.0220,1.097e-17,8.838e-18,4.212e-18,50.8556,-873.72
RightDG1347,-25.9440,-8.0145,9.973e-18,8.150e-18,4.079e-18,36.5364,-873.96
RightDG1405,3.4995,-4.0976,9.882e-18,8.033e-18,3.393e-18,99.0447,-788.25
RightDG1406,3.5450,-4.0201,1.293e-17,1.031e-17,4.714e-18,46.878,-788.41
RightDG1407,3.5486,-3.9907,1.243e-17,1.027e-17,4.354e-18,50.5394,-788.5
RightDG1408,3.4126,-4.1054,1.339e-17,1.004e-17,4.167e-18,50.4513,-788.54
RightDG1409,3.5605,-4.1089,1.150e-17,1.118e-17,4.628e-18,46.2425,-788.23
RightDG1410,3.3524,-4.1286,1.290e-17,1.136e-17,5.168e-18,57.9381,-788.57
RightDG1411,3.6163,-4.1374,1.189e-17,1.010e-17,4.633e-18,50.0921,-788.79
RightDG1412,3.6118,-4.0720,1.310e-17,9.845e-18,4.785e-18,48.5352,-788.36
RightDG1440,36.2996,20.9722,8.056e-18,7.111e-18,3.303e-18,54.6561,-811.28
RightDG1441,36.2597,21.0301,1.204e-17,1.059e-17,5.100e-18,50.458,-811.37
